year,metric,category,value,units,source,yoy_change_pct,moving_avg_3yr
2015,Total Energy Consumption,Industry,805387.0, TJ,IEA,6.5297127989830965,756752.3333333334
2016,Total Energy Consumption,Industry,872160.0, TJ,IEA,8.29079684673331,811189.3333333334
2017,Total Energy Consumption,Industry,945569.0, TJ,IEA,8.41691891396074,874372.0
2018,Total Energy Consumption,Industry,934332.0, TJ,IEA,-1.1883849830102298,917353.6666666666
2019,Total Energy Consumption,Industry,833058.0, TJ,IEA,-10.839187783357522,904319.6666666666
2020,Total Energy Consumption,Industry,1037835.0, TJ,IEA,24.5813616818997,935075.0
2021,Total Energy Consumption,Industry,920234.0, TJ,IEA,-11.331377338401577,930375.6666666666
2022,Total Energy Consumption,Industry,765574.0, TJ,IEA,-16.806594844354805,907881.0
2023,Total Energy Consumption,Industry,767963.0, TJ,IEA,0.3120534396413671,817923.6666666666
2000,Total Energy Consumption,Non-energy use,118351.0, TJ,IEA,,118351.0
2001,Total Energy Consumption,Non-energy use,118681.0, TJ,IEA,0.2788316110552509,118516.0
2002,Total Energy Consumption,Non-energy use,124409.0, TJ,IEA,4.826383330103386,120480.33333333333
2003,Total Energy Consumption,Non-energy use,129618.0, TJ,IEA,4.186996117644222,124236.0
2004,Total Energy Consumption,Non-energy use,135018.0, TJ,IEA,4.166088043327316,129681.66666666667
2005,Total Energy Consumption,Non-energy use,145716.0, TJ,IEA,7.923387992712083,136784.0
2006,Total Energy Consumption,Non-energy use,142638.0, TJ,IEA,-2.112328090257762,141124.0
2007,Total Energy Consumption,Non-energy use,143000.0, TJ,IEA,0.25378931280584416,143784.66666666666
2008,Total Energy Consumption,Non-energy use,143151.0, TJ,IEA,0.10559440559440558,142929.66666666666
2009,Total Energy Consumption,Non-energy use,153164.0, TJ,IEA,6.994711877667638,146438.33333333334
2010,Total Energy Consumption,Non-energy use,146607.0, TJ,IEA,-4.2810320963150605,147640.66666666666
2011,Total Energy Consumption,Non-energy use,138173.0, TJ,IEA,-5.752794887010852,145981.33333333334
2012,Total Energy Consumption,Non-energy use,121527.0, TJ,IEA,-12.047216171031968,135435.66666666666
2013,Total Energy Consumption,Non-energy use,134097.0, TJ,IEA,10.34338048334938,131265.66666666666
2014,Total Energy Consumption,Non-energy use,138598.0, TJ,IEA,3.356525500197618,131407.33333333334
2015,Total Energy Consumption,Non-energy use,164499.0, TJ,IEA,18.68785985367754,145731.33333333334
2016,Total Energy Consumption,Non-energy use,166628.0, TJ,IEA,1.2942327916887033,156575.0
2017,Total Energy Consumption,Non-energy use,170657.0, TJ,IEA,2.417960966944331,167261.33333333334
2018,Total Energy Consumption,Non-energy use,174539.0, TJ,IEA,2.274738217594356,170608.0
2019,Total Energy Consumption,Non-energy use,180094.0, TJ,IEA,3.182669775809418,175096.66666666666
2020,Total Energy Consumption,Non-energy use,189935.0, TJ,IEA,5.46436860750497,181522.66666666666
2021,Total Energy Consumption,Non-energy use,191003.0, TJ,IEA,0.5622976281359412,187010.66666666666
2022,Total Energy Consumption,Non-energy use,178983.0, TJ,IEA,-6.2930948728553995,186640.33333333334
2023,Total Energy Consumption,Non-energy use,176670.0, TJ,IEA,-1.2923015034947452,182218.66666666666
2000,Total Energy Consumption,Other non-specified,, TJ,IEA,,
2001,Total Energy Consumption,Other non-specified,136.0, TJ,IEA,,136.0
2002,Total Energy Consumption,Other non-specified,499.0, TJ,IEA,266.9117647058823,317.5
2003,Total Energy Consumption,Other non-specified,635.0, TJ,IEA,27.25450901803607,423.3333333333333
2004,Total Energy Consumption,Other non-specified,, TJ,IEA,,567.0
2005,Total Energy Consumption,Other non-specified,1317.0, TJ,IEA,,976.0
2006,Total Energy Consumption,Other non-specified,545.0, TJ,IEA,-58.618071374335614,931.0
2007,Total Energy Consumption,Other non-specified,408.0, TJ,IEA,-25.137614678899084,756.6666666666666
2008,Total Energy Consumption,Other non-specified,726.0, TJ,IEA,77.94117647058823,559.6666666666666
2009,Total Energy Consumption,Other non-specified,1090.0, TJ,IEA,50.13774104683195,741.3333333333334
2010,Total Energy Consumption,Other non-specified,1135.0, TJ,IEA,4.128440366972478,983.6666666666666
2011,Total Energy Consumption,Other non-specified,1680.0, TJ,IEA,48.01762114537445,1301.6666666666667
2012,Total Energy Consumption,Other non-specified,3316.0, TJ,IEA,97.38095238095238,2043.6666666666667
2013,Total Energy Consumption,Other non-specified,3407.0, TJ,IEA,2.744270205066345,2801.0
2014,Total Energy Consumption,Other non-specified,5542.0, TJ,IEA,62.66510126210743,4088.3333333333335
2015,Total Energy Consumption,Other non-specified,12492.0, TJ,IEA,125.40599061710573,7147.0
2016,Total Energy Consumption,Other non-specified,14718.0, TJ,IEA,17.81940441882805,10917.333333333334
2017,Total Energy Consumption,Other non-specified,12218.0, TJ,IEA,-16.986003533088734,13142.666666666666
2018,Total Energy Consumption,Other non-specified,9111.0, TJ,IEA,-25.429693894254378,12015.666666666666
2019,Total Energy Consumption,Other non-specified,8177.0, TJ,IEA,-10.251344528591812,9835.333333333334
2020,Total Energy Consumption,Other non-specified,14495.0, TJ,IEA,77.26550079491255,10594.333333333334
2021,Total Energy Consumption,Other non-specified,12657.0, TJ,IEA,-12.680234563642637,11776.333333333334
2022,Total Energy Consumption,Other non-specified,22202.0, TJ,IEA,75.41281504305918,16451.333333333332
2023,Total Energy Consumption,Other non-specified,18957.0, TJ,IEA,-14.615800378344293,17938.666666666668
2000,Total Energy Consumption,Residential,1126334.0, TJ,IEA,,1126334.0
2001,Total Energy Consumption,Residential,1155015.0, TJ,IEA,2.5464027544227554,1140674.5
2002,Total Energy Consumption,Residential,1186055.0, TJ,IEA,2.687410986004511,1155801.3333333333
2003,Total Energy Consumption,Residential,1214849.0, TJ,IEA,2.4277120369628724,1185306.3333333333
2004,Total Energy Consumption,Residential,1258228.0, TJ,IEA,3.570731835808401,1219710.6666666667
2005,Total Energy Consumption,Residential,1290349.0, TJ,IEA,2.5528759493509923,1254475.3333333333
2006,Total Energy Consumption,Residential,1334304.0, TJ,IEA,3.4064427530846304,1294293.6666666667
2007,Total Energy Consumption,Residential,1373958.0, TJ,IEA,2.9718864666522773,1332870.3333333333
2008,Total Energy Consumption,Residential,1398049.0, TJ,IEA,1.753401486799451,1368770.3333333333
2009,Total Energy Consumption,Residential,1433339.0, TJ,IEA,2.5242319832852784,1401782.0
2010,Total Energy Consumption,Residential,1473066.0, TJ,IEA,2.7716402051433753,1434818.0
2011,Total Energy Consumption,Residential,1521856.0, TJ,IEA,3.3121394424961275,1476087.0
2012,Total Energy Consumption,Residential,1572826.0, TJ,IEA,3.3491999243029564,1522582.6666666667
2013,Total Energy Consumption,Residential,1582629.0, TJ,IEA,0.6232730130351355,1559103.6666666667
2014,Total Energy Consumption,Residential,1616473.0, TJ,IEA,2.1384670696669907,1590642.6666666667
2015,Total Energy Consumption,Residential,1630358.0, TJ,IEA,0.8589688785398828,1609820.0
2016,Total Energy Consumption,Residential,1636251.0, TJ,IEA,0.36145435542377813,1627694.0
2017,Total Energy Consumption,Residential,1623782.0, TJ,IEA,-0.7620468986726364,1630130.3333333333
2018,Total Energy Consumption,Residential,1625644.0, TJ,IEA,0.11467056538377689,1628559.0
2019,Total Energy Consumption,Residential,1615865.0, TJ,IEA,-0.6015462179911468,1621763.6666666667
2020,Total Energy Consumption,Residential,1598191.0, TJ,IEA,-1.0937794927175228,1613233.3333333333
2021,Total Energy Consumption,Residential,1573135.0, TJ,IEA,-1.5677725628538766,1595730.3333333333
2022,Total Energy Consumption,Residential,1586071.0, TJ,IEA,0.8223070492996469,1585799.0
2023,Total Energy Consumption,Residential,1615250.0, TJ,IEA,1.8397032667516144,1591485.3333333333
2000,Total Energy Consumption,Transport,349903.0, TJ,IEA,,349903.0
2001,Total Energy Consumption,Transport,349668.0, TJ,IEA,-0.06716147046467164,349785.5
2002,Total Energy Consumption,Transport,355244.0, TJ,IEA,1.5946555017902697,351605.0
2003,Total Energy Consumption,Transport,373665.0, TJ,IEA,5.1854500005629935,359525.6666666667
2004,Total Energy Consumption,Transport,404525.0, TJ,IEA,8.258734427896645,377811.3333333333
2005,Total Energy Consumption,Transport,379629.0, TJ,IEA,-6.154378592176009,385939.6666666667
2006,Total Energy Consumption,Transport,388750.0, TJ,IEA,2.4026088628634796,390968.0
2007,Total Energy Consumption,Transport,468898.0, TJ,IEA,20.61684887459807,412425.6666666667
2008,Total Energy Consumption,Transport,458854.0, TJ,IEA,-2.1420436854070606,438834.0
2009,Total Energy Consumption,Transport,469473.0, TJ,IEA,2.3142437463768433,465741.6666666667
2010,Total Energy Consumption,Transport,482712.0, TJ,IEA,2.8199704775354495,470346.3333333333
2011,Total Energy Consumption,Transport,506934.0, TJ,IEA,5.017898871376722,486373.0
2012,Total Energy Consumption,Transport,515189.0, TJ,IEA,1.6284171114977493,501611.6666666667
2013,Total Energy Consumption,Transport,525172.0, TJ,IEA,1.9377354718365492,515765.0
2014,Total Energy Consumption,Transport,556181.0, TJ,IEA,5.9045417501313855,532180.6666666666
2015,Total Energy Consumption,Transport,626421.0, TJ,IEA,12.628982291735962,569258.0
2016,Total Energy Consumption,Transport,698109.0, TJ,IEA,11.444060783402856,626903.6666666666
2017,Total Energy Consumption,Transport,764578.0, TJ,IEA,9.521292520222486,696369.3333333334
2018,Total Energy Consumption,Transport,703035.0, TJ,IEA,-8.049276855991149,721907.3333333334
2019,Total Energy Consumption,Transport,651955.0, TJ,IEA,-7.265641113173597,706522.6666666666
2020,Total Energy Consumption,Transport,747958.0, TJ,IEA,14.725402826882222,700982.6666666666
2021,Total Energy Consumption,Transport,788895.0, TJ,IEA,5.4731682795023255,729602.6666666666
2022,Total Energy Consumption,Transport,617096.0, TJ,IEA,-21.777169331786865,717983.0
2023,Total Energy Consumption,Transport,615925.0, TJ,IEA,-0.18975977805722286,673972.0
2000,Total Energy Supply,Biofuels and waste,1013239.0, TJ,IEA,,1013239.0
2001,Total Energy Supply,Biofuels and waste,1045292.0, TJ,IEA,3.1634194893800966,1029265.5
2002,Total Energy Supply,Biofuels and waste,1071832.0, TJ,IEA,2.5390034554937757,1043454.3333333334
2003,Total Energy Supply,Biofuels and waste,1095565.0, TJ,IEA,2.21424626247397,1070896.3333333333
2004,Total Energy Supply,Biofuels and waste,1120279.0, TJ,IEA,2.255822338245563,1095892.0
2005,Total Energy Supply,Biofuels and waste,1144751.0, TJ,IEA,2.184455836447885,1120198.3333333333
2006,Total Energy Supply,Biofuels and waste,1169013.0, TJ,IEA,2.1194128679511963,1144681.0
2007,Total Energy Supply,Biofuels and waste,1194328.0, TJ,IEA,2.1655020089596952,1169364.0
2008,Total Energy Supply,Biofuels and waste,1220662.0, TJ,IEA,2.204921930993831,1194667.6666666667
2009,Total Energy Supply,Biofuels and waste,1248158.0, TJ,IEA,2.25254820744809,1221049.3333333333
2010,Total Energy Supply,Biofuels and waste,1276574.0, TJ,IEA,2.276634849113654,1248464.6666666667
2011,Total Energy Supply,Biofuels and waste,1303796.0, TJ,IEA,2.1324263223283566,1276176.0
2012,Total Energy Supply,Biofuels and waste,1327436.0, TJ,IEA,1.8131670905571118,1302602.0
2013,Total Energy Supply,Biofuels and waste,1347985.0, TJ,IEA,1.548021900867537,1326405.6666666667
2014,Total Energy Supply,Biofuels and waste,1367104.0, TJ,IEA,1.4183392248430065,1347508.3333333333
2015,Total Energy Supply,Biofuels and waste,1382831.0, TJ,IEA,1.1503879734094846,1365973.3333333333
2016,Total Energy Supply,Biofuels and waste,1357570.0, TJ,IEA,-1.826759741428996,1369168.3333333333
2017,Total Energy Supply,Biofuels and waste,1336478.0, TJ,IEA,-1.5536583748904294,1358959.6666666667
2018,Total Energy Supply,Biofuels and waste,1316321.0, TJ,IEA,-1.5082178681579494,1336789.6666666667
2019,Total Energy Supply,Biofuels and waste,1281587.0, TJ,IEA,-2.6387180634510883,1311462.0
2020,Total Energy Supply,Biofuels and waste,1270529.0, TJ,IEA,-0.8628364675983762,1289479.0
2021,Total Energy Supply,Biofuels and waste,1262148.0, TJ,IEA,-0.6596464937045907,1271421.3333333333
2022,Total Energy Supply,Biofuels and waste,1286316.0, TJ,IEA,1.9148309073103946,1272997.6666666667
2023,Total Energy Supply,Biofuels and waste,1311392.0, TJ,IEA,1.9494432161304067,1286618.6666666667
2000,Total Energy Supply,Coal and coal products,77953.0, TJ,IEA,,77953.0
2001,Total Energy Supply,Coal and coal products,85496.0, TJ,IEA,9.676343437712468,81724.5
2002,Total Energy Supply,Coal and coal products,98575.0, TJ,IEA,15.297791709553662,87341.33333333333
2003,Total Energy Supply,Coal and coal products,132331.0, TJ,IEA,34.24397666751205,105467.33333333333
2004,Total Energy Supply,Coal and coal products,163756.0, TJ,IEA,23.747270102999295,131554.0
2005,Total Energy Supply,Coal and coal products,156272.0, TJ,IEA,-4.5702142211583086,150786.33333333334
2006,Total Energy Supply,Coal and coal products,179102.0, TJ,IEA,14.609143032661,166376.66666666666
2007,Total Energy Supply,Coal and coal products,235718.0, TJ,IEA,31.61103728601579,190364.0
2008,Total Energy Supply,Coal and coal products,193003.0, TJ,IEA,-18.12122960486683,202607.66666666666
2009,Total Energy Supply,Coal and coal products,185912.0, TJ,IEA,-3.6740361548784217,204877.66666666666
2010,Total Energy Supply,Coal and coal products,175223.0, TJ,IEA,-5.74949438443995,184712.66666666666
2011,Total Energy Supply,Coal and coal products,169420.0, TJ,IEA,-3.31177984625306,176851.66666666666
2012,Total Energy Supply,Coal and coal products,154331.0, TJ,IEA,-8.90626844528391,166324.66666666666
2013,Total Energy Supply,Coal and coal products,142846.0, TJ,IEA,-7.441797176199208,155532.33333333334
2014,Total Energy Supply,Coal and coal products,200347.0, TJ,IEA,40.25383979950436,165841.33333333334
2015,Total Energy Supply,Coal and coal products,207741.0, TJ,IEA,3.690596814526796,183644.66666666666
2016,Total Energy Supply,Coal and coal products,265052.0, TJ,IEA,27.5877173981063,224380.0
2017,Total Energy Supply,Coal and coal products,450065.0, TJ,IEA,69.80252931500233,307619.3333333333
2018,Total Energy Supply,Coal and coal products,533204.0, TJ,IEA,18.472665059491405,416107.0
2019,Total Energy Supply,Coal and coal products,587617.0, TJ,IEA,10.204912191206368,523628.6666666667
2020,Total Energy Supply,Coal and coal products,660481.0, TJ,IEA,12.399913549131492,593767.3333333334
2021,Total Energy Supply,Coal and coal products,646551.0, TJ,IEA,-2.1090689966857488,631549.6666666666
2022,Total Energy Supply,Coal and coal products,453249.0, TJ,IEA,-29.897409485098624,586760.3333333334
2023,Total Energy Supply,Coal and coal products,443203.0, TJ,IEA,-2.216441735116901,514334.3333333333
2000,Total Energy Supply,Hydropower,61898.0, TJ,IEA,,61898.0
2001,Total Energy Supply,Hydropower,68187.0, TJ,IEA,10.160263659568969,65042.5
2002,Total Energy Supply,Hydropower,80463.0, TJ,IEA,18.00343173918782,70182.66666666667
2003,Total Energy Supply,Hydropower,96998.0, TJ,IEA,20.549817928737433,81882.66666666667
2004,Total Energy Supply,Hydropower,92415.0, TJ,IEA,-4.724839687416235,89958.66666666667
2005,Total Energy Supply,Hydropower,111103.0, TJ,IEA,20.221825461234648,100172.0
2006,Total Energy Supply,Hydropower,115030.0, TJ,IEA,3.53455802273566,106182.66666666667
2007,Total Energy Supply,Hydropower,103345.0, TJ,IEA,-10.15821959488829,109826.0
2008,Total Energy Supply,Hydropower,100022.0, TJ,IEA,-3.215443417678649,106132.33333333333
2009,Total Energy Supply,Hydropower,101134.0, TJ,IEA,1.111755413808962,101500.33333333333
2010,Total Energy Supply,Hydropower,114519.0, TJ,IEA,13.234916051970652,105225.0
2011,Total Energy Supply,Hydropower,102661.0, TJ,IEA,-10.354613644897354,106104.66666666667
2012,Total Energy Supply,Hydropower,107485.0, TJ,IEA,4.698960656919375,108221.66666666667
2013,Total Energy Supply,Hydropower,114742.0, TJ,IEA,6.751639763687957,108296.0
2014,Total Energy Supply,Hydropower,116906.0, TJ,IEA,1.8859702637220896,113044.33333333333
2015,Total Energy Supply,Hydropower,124678.0, TJ,IEA,6.648076232186543,118775.33333333333
2016,Total Energy Supply,Hydropower,115858.0, TJ,IEA,-7.074223198960522,119147.33333333333
2017,Total Energy Supply,Hydropower,100530.0, TJ,IEA,-13.229988434117626,113688.66666666667
2018,Total Energy Supply,Hydropower,98420.0, TJ,IEA,-2.098875957425644,104936.0
2019,Total Energy Supply,Hydropower,120906.0, TJ,IEA,22.84698232066653,106618.66666666667
2020,Total Energy Supply,Hydropower,120772.0, TJ,IEA,-0.11082990091476022,113366.0
2021,Total Energy Supply,Hydropower,117741.0, TJ,IEA,-2.5096876759513798,119806.33333333333
2022,Total Energy Supply,Hydropower,131914.0, TJ,IEA,12.03743810567262,123475.66666666667
2023,Total Energy Supply,Hydropower,145633.0, TJ,IEA,10.39995754809952,131762.66666666666
2000,Total Energy Supply,Natural gas,697845.0, TJ,IEA,,697845.0
2001,Total Energy Supply,Natural gas,729246.0, TJ,IEA,4.4997098209487785,713545.5
2002,Total Energy Supply,Natural gas,746793.0, TJ,IEA,2.4061839214750576,724628.0
2003,Total Energy Supply,Natural gas,927257.0, TJ,IEA,24.165197049249258,801098.6666666666
2004,Total Energy Supply,Natural gas,1015597.0, TJ,IEA,9.527024330902867,896549.0
2005,Total Energy Supply,Natural gas,1073592.0, TJ,IEA,5.7104343553594585,1005482.0
2006,Total Energy Supply,Natural gas,1076309.0, TJ,IEA,0.2530756563014627,1055166.0
2007,Total Energy Supply,Natural gas,1137000.0, TJ,IEA,5.638808186124988,1095633.6666666667
2008,Total Energy Supply,Natural gas,1107634.0, TJ,IEA,-2.5827616534740545,1106981.0
2009,Total Energy Supply,Natural gas,1142892.0, TJ,IEA,3.1831814480234444,1129175.3333333333
2010,Total Energy Supply,Natural gas,1130514.0, TJ,IEA,-1.0830419672199998,1127013.3333333333
2011,Total Energy Supply,Natural gas,1127902.0, TJ,IEA,-0.23104534751449338,1133769.3333333333
2012,Total Energy Supply,Natural gas,1135781.0, TJ,IEA,0.6985535977416478,1131399.0
2013,Total Energy Supply,Natural gas,1111133.0, TJ,IEA,-2.1701366724747113,1124938.6666666667
2014,Total Energy Supply,Natural gas,1119015.0, TJ,IEA,0.709366025489298,1121976.3333333333
2015,Total Energy Supply,Natural gas,1111894.0, TJ,IEA,-0.6363632301622408,1114014.0
2016,Total Energy Supply,Natural gas,1117762.0, TJ,IEA,0.5277481486544581,1116223.6666666667
2017,Total Energy Supply,Natural gas,1090060.0, TJ,IEA,-2.4783451217701082,1106572.0
2018,Total Energy Supply,Natural gas,1327376.0, TJ,IEA,21.770911692934334,1178399.3333333333
2019,Total Energy Supply,Natural gas,1244561.0, TJ,IEA,-6.239000855823821,1220665.6666666667
2020,Total Energy Supply,Natural gas,1337470.0, TJ,IEA,7.465202589507465,1303135.6666666667
2021,Total Energy Supply,Natural gas,1202036.0, TJ,IEA,-10.126133670287931,1261355.6666666667
2022,Total Energy Supply,Natural gas,1214681.0, TJ,IEA,1.0519651657687457,1251395.6666666667
2023,Total Energy Supply,Natural gas,1214487.0, TJ,IEA,-0.01597127146962865,1210401.3333333333
2000,Total Energy Supply,Nuclear,21785.0, TJ,IEA,,21785.0
2001,Total Energy Supply,Nuclear,24992.0, TJ,IEA,14.721138397980264,23388.5
2002,Total Energy Supply,Nuclear,18981.0, TJ,IEA,-24.051696542893726,21919.333333333332
2003,Total Energy Supply,Nuclear,19199.0, TJ,IEA,1.1485169379906224,21057.333333333332
2004,Total Energy Supply,Nuclear,30490.0, TJ,IEA,58.81035470597426,22890.0
2005,Total Energy Supply,Nuclear,27098.0, TJ,IEA,-11.124959002951787,25595.666666666668
2006,Total Energy Supply,Nuclear,24960.0, TJ,IEA,-7.889881172042217,27516.0
2007,Total Energy Supply,Nuclear,33567.0, TJ,IEA,34.48317307692308,28541.666666666668
2008,Total Energy Supply,Nuclear,17650.0, TJ,IEA,-47.41859564453183,25392.333333333332
2009,Total Energy Supply,Nuclear,31570.0, TJ,IEA,78.86685552407931,27595.666666666668
2010,Total Energy Supply,Nuclear,37309.0, TJ,IEA,18.178650617675007,28843.0
2011,Total Energy Supply,Nuclear,57436.0, TJ,IEA,53.94676887614248,42105.0
2012,Total Energy Supply,Nuclear,49669.0, TJ,IEA,-13.522877637718503,48138.0
2013,Total Energy Supply,Nuclear,55527.0, TJ,IEA,11.794076788338803,54210.666666666664
2014,Total Energy Supply,Nuclear,63316.0, TJ,IEA,14.027410088785636,56170.666666666664
2015,Total Energy Supply,Nuclear,50236.0, TJ,IEA,-20.65828542548487,56359.666666666664
2016,Total Energy Supply,Nuclear,76352.0, TJ,IEA,51.986623138784935,63301.333333333336
2017,Total Energy Supply,Nuclear,107781.0, TJ,IEA,41.16329631181894,78123.0
2018,Total Energy Supply,Nuclear,108098.0, TJ,IEA,0.2941149182137853,97410.33333333333
2019,Total Energy Supply,Nuclear,117981.0, TJ,IEA,9.142629835889656,111286.66666666667
2020,Total Energy Supply,Nuclear,101956.0, TJ,IEA,-13.582695518769972,109345.0
2021,Total Energy Supply,Nuclear,209170.0, TJ,IEA,105.15712660363295,143035.66666666666
2022,Total Energy Supply,Nuclear,283189.0, TJ,IEA,35.38700578476837,198105.0
2023,Total Energy Supply,Nuclear,285483.0, TJ,IEA,0.8100597127713294,259280.66666666666
2000,Total Energy Supply,Oil and oil products,795965.0, TJ,IEA,,795965.0
2001,Total Energy Supply,Oil and oil products,767450.0, TJ,IEA,-3.5824439516812925,781707.5
2002,Total Energy Supply,Oil and oil products,746493.0, TJ,IEA,-2.7307316437552935,769969.3333333334
2003,Total Energy Supply,Oil and oil products,616826.0, TJ,IEA,-17.37015618364807,710256.3333333334
2004,Total Energy Supply,Oil and oil products,672766.0, TJ,IEA,9.069008115740907,678695.0
2005,Total Energy Supply,Oil and oil products,689913.0, TJ,IEA,2.5487316540966694,659835.0
2006,Total Energy Supply,Oil and oil products,774434.0, TJ,IEA,12.250964976743445,712371.0
2007,Total Energy Supply,Oil and oil products,826944.0, TJ,IEA,6.780435776321804,763763.6666666666
2008,Total Energy Supply,Oil and oil products,833972.0, TJ,IEA,0.8498761705750328,811783.3333333334
2009,Total Energy Supply,Oil and oil products,815471.0, TJ,IEA,-2.2184198030629325,825462.3333333334
2010,Total Energy Supply,Oil and oil products,846231.0, TJ,IEA,3.7720532060612824,831891.3333333334
2011,Total Energy Supply,Oil and oil products,844829.0, TJ,IEA,-0.16567580247001115,835510.3333333334
2012,Total Energy Supply,Oil and oil products,871735.0, TJ,IEA,3.1847865070919674,854265.0
2013,Total Energy Supply,Oil and oil products,950433.0, TJ,IEA,9.027743522974298,888999.0
2014,Total Energy Supply,Oil and oil products,1017233.0, TJ,IEA,7.02837548780398,946467.0
2015,Total Energy Supply,Oil and oil products,1094800.0, TJ,IEA,7.625293320212773,1020822.0
2016,Total Energy Supply,Oil and oil products,1177691.0, TJ,IEA,7.571337230544392,1096574.6666666667
2017,Total Energy Supply,Oil and oil products,1166390.0, TJ,IEA,-0.9595895697598098,1146293.6666666667
2018,Total Energy Supply,Oil and oil products,910814.0, TJ,IEA,-21.91171049134509,1084965.0
2019,Total Energy Supply,Oil and oil products,803163.0, TJ,IEA,-11.819207873396763,960122.3333333334
2020,Total Energy Supply,Oil and oil products,964156.0, TJ,IEA,20.04487258501699,892711.0
2021,Total Energy Supply,Oil and oil products,1204724.0, TJ,IEA,24.95114898418928,990681.0
2022,Total Energy Supply,Oil and oil products,880377.0, TJ,IEA,-26.922930065309565,1016419.0
2023,Total Energy Supply,Oil and oil products,879434.0, TJ,IEA,-0.10711320263932383,988178.3333333334
2000,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2001,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2002,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2003,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2004,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2005,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2006,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2007,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2008,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2009,Total Energy Supply,"Solar, wind and other renewables",, TJ,IEA,,
2010,Total Energy Supply,"Solar, wind and other renewables",0.0, TJ,IEA,,0.0
2011,Total Energy Supply,"Solar, wind and other renewables",0.0, TJ,IEA,,0.0
2012,Total Energy Supply,"Solar, wind and other renewables",0.0, TJ,IEA,,0.0
2013,Total Energy Supply,"Solar, wind and other renewables",1430.0, TJ,IEA,,476.6666666666667
2014,Total Energy Supply,"Solar, wind and other renewables",2888.0, TJ,IEA,101.95804195804197,1439.3333333333333
2015,Total Energy Supply,"Solar, wind and other renewables",3577.0, TJ,IEA,23.857340720221607,2631.6666666666665
2016,Total Energy Supply,"Solar, wind and other renewables",7044.0, TJ,IEA,96.92479731618675,4503.0
2017,Total Energy Supply,"Solar, wind and other renewables",10399.0, TJ,IEA,47.629187961385576,7006.666666666667
2018,Total Energy Supply,"Solar, wind and other renewables",13721.0, TJ,IEA,31.945379363400328,10388.0
2019,Total Energy Supply,"Solar, wind and other renewables",13002.0, TJ,IEA,-5.240142846731287,12374.0
2020,Total Energy Supply,"Solar, wind and other renewables",13100.0, TJ,IEA,0.7537301953545609,13274.333333333334
2021,Total Energy Supply,"Solar, wind and other renewables",19424.0, TJ,IEA,48.274809160305345,15175.333333333334
2022,Total Energy Supply,"Solar, wind and other renewables",18077.0, TJ,IEA,-6.934719934102142,16867.0
2023,Total Energy Supply,"Solar, wind and other renewables",18589.0, TJ,IEA,2.832328373070753,18696.666666666668
2000,Total Energy Supply Imported,Exports,-34305.0,TJ,IEA,,-34305.0
2001,Total Energy Supply Imported,Exports,-35946.0,TJ,IEA,4.783559247923043,-35125.5
2002,Total Energy Supply Imported,Exports,-38546.0,TJ,IEA,7.233071829967173,-36265.666666666664
2003,Total Energy Supply Imported,Exports,-44158.0,TJ,IEA,14.559227935453745,-39550.0
2004,Total Energy Supply Imported,Exports,-46643.0,TJ,IEA,5.627519362289958,-43115.666666666664
2005,Total Energy Supply Imported,Exports,-56162.0,TJ,IEA,20.40820701927406,-48987.666666666664
2006,Total Energy Supply Imported,Exports,-59918.0,TJ,IEA,6.687796018660304,-54241.0
2007,Total Energy Supply Imported,Exports,-59422.0,TJ,IEA,-0.8277979905871359,-58500.666666666664
2008,Total Energy Supply Imported,Exports,-53647.0,TJ,IEA,-9.718622732321363,-57662.333333333336
2009,Total Energy Supply Imported,Exports,-63850.0,TJ,IEA,19.01877085391541,-58973.0
2010,Total Energy Supply Imported,Exports,-69433.0,TJ,IEA,8.743931088488646,-62310.0
2011,Total Energy Supply Imported,Exports,-38894.0,TJ,IEA,-43.98340846571515,-57392.333333333336
2012,Total Energy Supply Imported,Exports,-31744.0,TJ,IEA,-18.38329819509436,-46690.333333333336
2013,Total Energy Supply Imported,Exports,-43884.0,TJ,IEA,38.24344758064516,-38174.0
2014,Total Energy Supply Imported,Exports,-71868.0,TJ,IEA,63.76811594202898,-49165.333333333336
2015,Total Energy Supply Imported,Exports,-53139.0,TJ,IEA,-26.060277174820506,-56297.0
2016,Total Energy Supply Imported,Exports,-42483.0,TJ,IEA,-20.05306836786541,-55830.0
2017,Total Energy Supply Imported,Exports,-52625.0,TJ,IEA,23.873078643221994,-49415.666666666664
2018,Total Energy Supply Imported,Exports,-48524.0,TJ,IEA,-7.792874109263657,-47877.333333333336
2019,Total Energy Supply Imported,Exports,-31119.0,TJ,IEA,-35.86884840491303,-44089.333333333336
2020,Total Energy Supply Imported,Exports,-24265.0,TJ,IEA,-22.02512934220251,-34636.0
